McCabe's line count of code,"McCabe ""cyclomatic complexity”","McCabe ""essential complexity”","McCabe ""design complexity”",Halstead total operators + operands,"Halstead ""volume”","Halstead ""program length”","Halstead ""difficulty”","Halstead ""intelligence”","Halstead ""effort”",Halstead,Halstead's time estimator,Halstead's line count,Halstead's count of lines of comments,Halstead's count of blank,lineslOCodeAndComment,unique operators,unique operands,total operators,total operands,branchCount of the flow graph,defects
-0.6478640178719954,-0.3687402880584252,-0.12473898161210502,-0.3396741110691507,-0.5806343025354754,-0.49864223423658627,3.093248998032804,-0.6959291132728923,-0.9276492937374657,-0.3005064419906521,6.914557402910388,-0.2992408482946342,2,2,2,2,-1.1226544734647117,-0.6837881720739694,-0.5765366773029866,-0.5484403561489519,-0.41922433491407896,False
-0.6512256576565014,-0.47130864304592435,-0.30654583179864925,-0.4581905640834345,-0.5842236757483401,-0.49922340975022295,2.1467390395981396,-0.734088405573924,-0.9416058531897386,-0.3005236429922136,5.204813866437238,-0.29955046647052863,1,1,1,1,-1.157564654298911,-0.7001912483266167,-0.5804003828162404,-0.554677337745905,-0.4705698514699483,True
2.10531896563843,2.092900231641555,-0.30654583179864925,2.5047207612736617,1.4497544782082747,1.296395829698675,-0.8820928273927855,2.069347602141867,0.8853077791127731,0.9251973669823854,1.2724037325489923,0.9251958313091446,65,10,6,0,1.8098007166080439,1.2681779019910708,1.467363539208276,1.4099718652943103,2.0967059763235194,True
0.8615122453712047,1.323637569235311,1.9660397955331537,1.6158473636665327,1.0908171569218132,0.9900969614950422,-0.787441831549319,1.0288708987337378,1.4221700993768676,0.3551630556329751,0.9874464764701341,0.35515780766993765,37,2,5,0,1.4606989082660493,1.5142240457807818,1.1196300430154336,1.0357529694771264,1.3265232279854793,True
0.15556789062494186,0.0415331318915715,-0.30654583179864925,0.13439170098798472,0.09775723469593676,-0.007645787799227749,-0.6612405037580305,0.32801189680479004,0.27959309888413275,-0.16400789409890792,-0.03839964541375605,-0.164009949669817,21,0,2,0,0.5879443874110626,0.037947183042516174,0.19234071983452047,-0.05571880998965987,0.04288531408874529,True
0.7606630518360243,0.0415331318915715,-0.30654583179864925,0.13439170098798472,0.7797381451402134,0.6025497564850065,-0.7243411676536747,0.5722313675313926,1.3626221123805033,0.0677343195393395,0.5885063179597323,0.06772893438128927,35,2,4,0,0.5879443874110626,0.858100995674886,0.8298521295213982,0.6927189816447078,0.04288531408874529,True
0.928745041061325,0.8107957942978153,-0.30654583179864925,1.0232650985951135,1.1865337759315364,0.9548970978857829,-0.8189921634971411,1.101373554105698,1.2784175370184574,0.36431456183044275,0.9304550252543623,0.3643121850705492,41,2,2,0,0.76249529158206,0.9401163769381229,1.2355412084130477,1.098122785446657,0.8130680624267858,True
1.634689395807588,2.3493211191103027,-0.30654583179864925,2.8010118938093713,2.1676291207811977,1.8473114715919716,-0.8820928273927855,2.6073936235864137,1.0797691741477744,1.595080625563047,1.7853267934909376,1.5950753960684372,62,3,2,0,1.4606989082660493,1.02213175820136,2.4139713899554582,1.7530058531267287,2.353433559102866,True
0.8951286432162648,0.8107957942978153,-0.30654583179864925,1.0232650985951135,1.1865337759315364,0.9420918640686555,-0.8189921634971411,1.1993157376783459,1.1514128460027748,0.3914153131573962,0.9304550252543623,0.3914140960671736,41,2,1,0,0.76249529158206,0.858100995674886,1.2355412084130477,1.098122785446657,0.8130680624267858,True
0.928745041061325,1.0672166817665631,-0.30654583179864925,1.319556231130823,1.2583212401888286,1.0512366255296173,-0.8189921634971411,1.4053759161039168,1.103960543865047,0.5180943826243656,1.0444379276859057,0.5180892124314418,42,2,1,0,1.1115970999240545,1.02213175820136,1.3128153186781237,1.1604926014161876,1.0697956452061326,True
