McCabe's line count of code,"McCabe ""cyclomatic complexity”","McCabe ""essential complexity”","McCabe ""design complexity”",Halstead total operators + operands,"Halstead ""volume”","Halstead ""program length”","Halstead ""difficulty”","Halstead ""intelligence”","Halstead ""effort”",Halstead,Halstead's time estimator,Halstead's line count,Halstead's count of lines of comments,Halstead's count of blank,lineslOCodeAndComment,unique operators,unique operands,total operators,total operands,branchCount of the flow graph,defects
-0.6478640178719953,-0.3687402880584251,-0.12473898161210505,-0.33967411106915063,-0.5806343025354754,-0.49864223423658627,3.093248998032804,-0.6959291132728923,-0.9276492937374656,-0.3005064419906521,6.914557402910388,-0.29924084829463427,2,2,2,2,-1.1226544734647115,-0.6837881720739692,-0.5765366773029866,-0.5484403561489518,-0.4192243349140789,False
-0.6512256576565013,-0.4713086430459243,-0.30654583179864925,-0.45819056408343445,-0.5842236757483401,-0.49922340975022295,2.1467390395981396,-0.734088405573924,-0.9416058531897384,-0.3005236429922136,5.204813866437238,-0.2995504664705287,1,1,1,1,-1.1575646542989109,-0.7001912483266166,-0.5804003828162404,-0.5546773377459049,-0.47056985146994823,True
2.1053189656384297,2.092900231641555,-0.30654583179864925,2.5047207612736617,1.4497544782082747,1.296395829698675,-0.8820928273927855,2.069347602141867,0.8853077791127733,0.9251973669823854,1.2724037325489923,0.9251958313091446,65,10,6,0,1.8098007166080436,1.2681779019910706,1.467363539208276,1.40997186529431,2.0967059763235194,True
0.8615122453712046,1.323637569235311,1.9660397955331537,1.6158473636665327,1.0908171569218132,0.9900969614950422,-0.787441831549319,1.0288708987337378,1.4221700993768676,0.3551630556329751,0.9874464764701341,0.3551578076699376,37,2,5,0,1.460698908266049,1.5142240457807816,1.1196300430154336,1.0357529694771261,1.3265232279854793,True
0.15556789062494183,0.041533131891571554,-0.30654583179864925,0.13439170098798475,0.09775723469593672,-0.007645787799227776,-0.6612405037580305,0.32801189680479004,0.27959309888413286,-0.1640078940989079,-0.03839964541375611,-0.16400994966981705,21,0,2,0,0.5879443874110624,0.03794718304251614,0.19234071983452047,-0.05571880998965982,0.042885314088745345,True
0.7606630518360242,0.041533131891571554,-0.30654583179864925,0.13439170098798475,0.7797381451402134,0.6025497564850065,-0.7243411676536747,0.5722313675313926,1.3626221123805033,0.06773431953933952,0.5885063179597323,0.06772893438128923,35,2,4,0,0.5879443874110624,0.8581009956748858,0.8298521295213982,0.6927189816447077,0.042885314088745345,True
0.9287450410613249,0.8107957942978153,-0.30654583179864925,1.0232650985951135,1.1865337759315364,0.9548970978857829,-0.8189921634971411,1.101373554105698,1.2784175370184574,0.36431456183044275,0.9304550252543623,0.36431218507054913,41,2,2,0,0.7624952915820598,0.9401163769381228,1.2355412084130477,1.0981227854466569,0.8130680624267858,True
1.6346893958075879,2.3493211191103027,-0.30654583179864925,2.8010118938093713,2.1676291207811977,1.8473114715919716,-0.8820928273927855,2.6073936235864137,1.0797691741477744,1.595080625563047,1.7853267934909376,1.5950753960684372,62,3,2,0,1.460698908266049,1.0221317582013598,2.4139713899554582,1.7530058531267285,2.353433559102866,True
0.8951286432162647,0.8107957942978153,-0.30654583179864925,1.0232650985951135,1.1865337759315364,0.9420918640686555,-0.8189921634971411,1.1993157376783459,1.1514128460027748,0.3914153131573962,0.9304550252543623,0.39141409606717353,41,2,1,0,0.7624952915820598,0.8581009956748858,1.2355412084130477,1.0981227854466569,0.8130680624267858,True
0.9287450410613249,1.0672166817665631,-0.30654583179864925,1.319556231130823,1.2583212401888286,1.0512366255296173,-0.8189921634971411,1.4053759161039168,1.103960543865047,0.5180943826243656,1.0444379276859057,0.5180892124314418,42,2,1,0,1.1115970999240543,1.0221317582013598,1.3128153186781237,1.1604926014161874,1.0697956452061326,True
